cluster_id,class_art,cluster_title,cluster_summary,cluster_link
69880,biology,Pharmacological properties of lupeol and luteolin,"Explores the biological activities, therapeutic potential, and chemical characteristics of plant-derived compounds such as lupeol and luteolin.",https://sciencemap.eto.tech/cluster/?version=4&cluster_id=69880
71003,biology,Hypo-osmotic swelling tests for sperm analysis,Methods for evaluating sperm membrane integrity and functional quality through hypo-osmotic swelling techniques within the field of reproductive biology.,https://sciencemap.eto.tech/cluster/?version=4&cluster_id=71003
71874,biology,Antimicrobial Agents and Chemical Exposure Effects,Explores biological impacts of natural antimicrobial compounds and health consequences associated with chlorine dioxide and chlorate ingestion.,https://sciencemap.eto.tech/cluster/?version=4&cluster_id=71874
72137,biology,Genomics and Ecology of Trichomycete Fungi,"Explores biological classification, genomic assembly, and ecological distribution patterns of gut-dwelling fungi associated with diverse insect species.",https://sciencemap.eto.tech/cluster/?version=4&cluster_id=72137
72145,biology,Pharmaceutical Analysis and Drug Toxicity,Explores analytical procedures for drug quantification and clinical investigations regarding side effects associated with specific pharmaceutical compounds.,https://sciencemap.eto.tech/cluster/?version=4&cluster_id=72145
73890,biology,Chemical Properties of Protium Resin Species,Explores chemical composition and potential biological applications of resin extracts derived from various Protium plant species.,https://sciencemap.eto.tech/cluster/?version=4&cluster_id=73890
75280,biology,Chemical Compounds and Biological Activities of Elephantopus,Explores sesquiterpenoid chemical properties within Elephantopus plants and their observed interactions with various cancer cell line models.,https://sciencemap.eto.tech/cluster/?version=4&cluster_id=75280
75400,biology,Pharmacological and Nutritional Interventions in Biology,"Explores biological and chemical approaches to health, including nutritional supplementation in livestock and protective treatments for organ toxicity.",https://sciencemap.eto.tech/cluster/?version=4&cluster_id=75400
75443,biology,Bioactive Compounds from Streptomyces and Polymers,Explores the development of natural herbicidal compounds from Streptomyces bacteria and the design of antibiotic-adsorbent hydrogel materials.,https://sciencemap.eto.tech/cluster/?version=4&cluster_id=75443
77530,biology,Liposomal Nanocarriers for Docetaxel Delivery,Explores nanoparticle-based delivery systems intended for the transport of docetaxel in the context of various cancer types.,https://sciencemap.eto.tech/cluster/?version=4&cluster_id=77530
78911,biology,Floral Longevity and Pollination Ecology Factors,"Explores biological and environmental variables affecting flower lifespan, pollen transfer mechanisms, and plant responses to diverse ecological conditions.",https://sciencemap.eto.tech/cluster/?version=4&cluster_id=78911
79769,biology,Fungal Biology and Industrial Biotechnology,"Explores fungal roles in food production, ecosystem health, industrial processes, and potential contributions to human well-being.",https://sciencemap.eto.tech/cluster/?version=4&cluster_id=79769
80736,biology,Histiocyte and Pseudo-Gaucher Cell Characteristics,Examines clinical and cytological features of histiocytes and pseudo-Gaucher cells across diverse hematological and pathological diagnostic contexts.,https://sciencemap.eto.tech/cluster/?version=4&cluster_id=80736
84775,biology,Biological Development and Animal Model Systems,"Explores physiological development, reproductive health, and experimental models across various animal species and diverse medical contexts.",https://sciencemap.eto.tech/cluster/?version=4&cluster_id=84775
86362,biology,Acetylcholinesterase activity detection and inhibitor screening,Explores analytical techniques and fluorescent probes for monitoring enzyme activity and identifying potential inhibitors for neurological disease contexts.,https://sciencemap.eto.tech/cluster/?version=4&cluster_id=86362
89905,biology,Cadherin-17 and Targeted Cancer Immunotherapy,Explores the involvement of CDH17 in tumor development and its potential as a target for CAR T-cell therapies.,https://sciencemap.eto.tech/cluster/?version=4&cluster_id=89905
90716,biology,Biological and Pharmacological Properties of Protocatechuic Acid,Explores physiological effects and potential therapeutic applications of the plant-derived compound protocatechuic acid across various disease models.,https://sciencemap.eto.tech/cluster/?version=4&cluster_id=90716
90778,biology,Cell Surface Proteases and Enzyme Inhibition,Explores the involvement of cell surface enzymes and protease inhibitors within molecular disease pathways and potential cancer therapeutic contexts.,https://sciencemap.eto.tech/cluster/?version=4&cluster_id=90778
10332,biology,Anthocyanin Pigment Stability and Extraction,"Explores chemical properties, extraction techniques, and stabilization approaches for anthocyanin pigments found in various plant-based food sources.",https://sciencemap.eto.tech/cluster/?version=4&cluster_id=10332
17583,biology,Pathogen Persistence in Manure Treated Soils,Examines survival and management of foodborne pathogens within animal manure applied to agricultural soils and composting processes.,https://sciencemap.eto.tech/cluster/?version=4&cluster_id=17583
24300,biology,Plant Protoplast Isolation and Application Methods,"Explores techniques for plant protoplast isolation and their utility in genetic engineering, functional genomics, and cellular biology investigations.",https://sciencemap.eto.tech/cluster/?version=4&cluster_id=24300
25016,biology,Wheat Allergy Mechanisms and Management Approaches,"Explores biological mechanisms of wheat protein allergies, diagnostic biomarkers, and approaches for modifying allergenicity in food products.",https://sciencemap.eto.tech/cluster/?version=4&cluster_id=25016
27204,biology,Structural Diversity of Plant Sesquiterpenoid Compounds,"Explores chemical structures, biological activity profiles, and natural distribution patterns of diverse sesquiterpenoid metabolites identified within various botanical sources.",https://sciencemap.eto.tech/cluster/?version=4&cluster_id=27204
33397,biology,Natural Compounds and Molecular Cervical Oncology,Explores molecular mechanisms and potential therapeutic applications of plant-derived compounds within cervical cancer cell model systems.,https://sciencemap.eto.tech/cluster/?version=4&cluster_id=33397
37193,biology,Probiotic supplementation for Helicobacter pylori management,Explores the role of probiotics in Helicobacter pylori management and their influence on gastrointestinal microbiota during eradication therapy.,https://sciencemap.eto.tech/cluster/?version=4&cluster_id=37193
42370,biology,Biochemical and genetic foundations of fruit flavor,Explores molecular mechanisms and genetic factors associated with aroma and taste profiles in tomato and other fruit varieties.,https://sciencemap.eto.tech/cluster/?version=4&cluster_id=42370
45839,biology,Cyclospora cayetanensis biology and infection outbreaks,"Explores the epidemiology, clinical presentation, and detection methods for the intestinal parasite Cyclospora cayetanensis in human populations.",https://sciencemap.eto.tech/cluster/?version=4&cluster_id=45839
69456,biology,Phytochemical properties of Juglans mandshurica extracts,"Explores chemical constituents, traditional applications, and biological activity profiles associated with Juglans mandshurica and its derived bioactive compounds.",https://sciencemap.eto.tech/cluster/?version=4&cluster_id=69456
